"Student Average Daily Attendance/Average Daily Membership Report by School
2015-16, Final Survey 5",,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,,,,,,,,
DISTRICT,"DISTRICT NAME","School #","School Name","DAYS PRESENT","DAYS ABSENT","TOTAL DAYS","% PRESENT","AVERAGE DAILY ATTENDANCE","AVERAGE DAILY MEMBERSHIP","SUMMER DAYS PRESENT","SUMMER DAYS ABSENT","TOTAL SUMMER DAYS ","% SUMMER DAYS PRESENT"
6,BROWARD,2611,"BAIR MIDDLE SCHOOL",148740,10110,158850,"0,93635505193",826,883,0,0,0,
6,BROWARD,2621,"TAMARAC ELEMENTARY SCHOOL",149067,8774,157841,"0,94441241502",828,877,0,0,0,
6,BROWARD,2631,"FOREST HILLS ELEMENTARY SCHOOL",110637,6576,117213,"0,94389700801",615,651,9371,968,10339,"0,90637392397"
6,BROWARD,2641,"CENTRAL PARK ELEMENTARY SCHOOL",170308,7682,177990,"0,95684027192",946,989,0,0,0,
6,BROWARD,2661,"PEMBROKE LAKES ELEMENTARY SCHOOL",105426,4669,110095,"0,95759117126",586,612,14920,1322,16242,"0,91860608299"
6,BROWARD,2671,"NOB HILL ELEMENTARY SCHOOL",94027,5743,99770,"0,94243760649",522,554,0,0,0,
6,BROWARD,2681,"WESTCHESTER ELEMENTARY SCHOOL",208718,11740,220458,"0,94674722622",1160,1225,0,0,0,
6,BROWARD,2691,"MORROW ELEMENTARY SCHOOL",76868,4657,81525,"0,94287641827",427,453,12155,1818,13973,"0,86989193444"
6,BROWARD,2711,"RAMBLEWOOD MIDDLE SCHOOL",203424,9110,212534,"0,95713626996",1130,1181,0,0,0,
6,BROWARD,2721,"RAMBLEWOOD ELEMENTARY SCHOOL",141290,8132,149422,"0,94557695653",785,830,0,0,0,
6,BROWARD,2741,"MAPLEWOOD ELEMENTARY SCHOOL",131047,8286,139333,"0,9405309582",728,774,0,0,0,
6,BROWARD,2751,"J. P. TARAVELLA HIGH SCHOOL",524768,23631,548399,"0,95690911179",2915,3047,28,0,28,1
6,BROWARD,2801,"DAVIE ELEMENTARY SCHOOL",138353,7439,145792,"0,94897525241",769,810,0,0,0,
6,BROWARD,2811,"PINEWOOD ELEMENTARY SCHOOL",96891,5310,102201,"0,94804356121",538,568,0,0,0,
6,BROWARD,2831,"WESTERN HIGH SCHOOL",525544,28985,554529,"0,94773041626",2920,3081,12,0,12,1
6,BROWARD,2851,"GRIFFIN ELEMENTARY SCHOOL",103648,5017,108665,"0,95383058022",576,604,0,0,0,
6,BROWARD,2861,"PINES LAKES ELEMENTARY SCHOOL",98624,6641,105265,"0,93691160404",548,585,0,0,0,
6,BROWARD,2871,"SEA CASTLE ELEMENTARY SCHOOL",148761,6968,155729,"0,95525560428",826,865,0,0,0,
6,BROWARD,2881,"WELLEBY ELEMENTARY SCHOOL",129835,6201,136036,"0,95441647799",721,756,0,0,0,
6,BROWARD,2891,"RIVERGLADES ELEMENTARY SCHOOL",117042,4843,121885,"0,96026582434",650,677,0,0,0,
6,BROWARD,2942,"EVERGLADES ELEMENTARY SCHOOL",191978,9134,201112,"0,95458252118",1067,1117,0,0,0,
6,BROWARD,2961,"CHAPEL TRAIL ELEMENTARY SCHOOL",135128,6115,141243,"0,95670581904",751,785,0,0,0,
6,BROWARD,2971,"SILVER LAKES MIDDLE SCHOOL",120850,4050,124900,"0,96757405924",671,694,0,0,0,
6,BROWARD,2981,"COUNTRY ISLES ELEMENTARY SCHOOL",180068,10052,190120,"0,9471281296",1000,1056,0,0,0,
6,BROWARD,3001,"WALTER C. YOUNG MIDDLE SCHOOL",188434,6574,195008,"0,96628856252",1047,1083,0,0,0,
6,BROWARD,3011,"MARJORY STONEMAN DOUGLAS HIGH SCHOOL",543497,21712,565209,"0,96158589123",3019,3140,1618,0,1618,1
6,BROWARD,3031,"RIVERSIDE ELEMENTARY SCHOOL",134464,6045,140509,"0,95697784483",747,781,0,0,0,
6,BROWARD,3041,"CORAL PARK ELEMENTARY SCHOOL",114293,6699,120992,"0,94463270298",635,672,0,0,0,
6,BROWARD,3051,"FOREST GLEN MIDDLE SCHOOL",236126,8431,244557,"0,96552541943",1312,1359,0,0,0,
6,BROWARD,3061,"SANDPIPER ELEMENTARY SCHOOL",93406,5039,98445,"0,94881405861",519,547,15009,1089,16098,"0,93235184494"
6,BROWARD,3081,"SILVER RIDGE ELEMENTARY SCHOOL",191998,10582,202580,"0,94776384638",1067,1125,0,0,0,
6,BROWARD,3091,"WINSTON PARK ELEMENTARY SCHOOL",208474,10798,219272,"0,95075522638",1158,1218,0,0,0,
6,BROWARD,3101,"LYONS CREEK MIDDLE SCHOOL",330295,11348,341643,"0,96678404065",1835,1898,4201,274,4475,"0,93877094972"
6,BROWARD,3111,"COUNTRY HILLS ELEMENTARY SCHOOL",147089,6485,153574,"0,95777280008",817,853,0,0,0,
6,BROWARD,3121,"QUIET WATERS ELEMENTARY SCHOOL",234435,14206,248641,"0,9428654164",1302,1381,0,0,0,
6,BROWARD,3131,"HAWKES BLUFF ELEMENTARY SCHOOL",148542,6722,155264,"0,95670599752",825,863,0,0,0,
6,BROWARD,3151,"TEQUESTA TRACE MIDDLE SCHOOL",251590,13673,265263,"0,94845492963",1398,1474,0,0,0,
6,BROWARD,3171,"PARK SPRINGS ELEMENTARY SCHOOL",174246,9166,183412,"0,95002508014",968,1019,0,0,0,
6,BROWARD,3181,"INDIAN TRACE ELEMENTARY SCHOOL",129161,6221,135382,"0,95404854411",718,752,0,0,0,
6,BROWARD,3191,"EMBASSY CREEK ELEMENTARY SCHOOL",200467,7955,208422,"0,96183224419",1114,1158,0,0,0,
6,BROWARD,3221,"CHARLES DREW ELEMENTARY SCHOOL",102260,6503,108763,"0,94020944622",568,604,0,0,0,
6,BROWARD,3222,"CROSS CREEK SCHOOL",15467,3235,18702,"0,82702384771",86,104,1004,238,1242,"0,80837359098"
6,BROWARD,3291,"THURGOOD MARSHALL ELEMENTARY SCHOOL",80963,4750,85713,"0,94458250207",450,476,0,0,0,
6,BROWARD,3301,"ENDEAVOUR PRIMARY LEARNING CENTER",71616,5175,76791,"0,93260929015",398,427,0,0,0,
6,BROWARD,3311,"PALM COVE ELEMENTARY SCHOOL",125452,7065,132517,"0,94668608555",697,736,0,0,0,
6,BROWARD,3321,"VIRGINIA SHUMAN YOUNG ELEMENTARY SCHOOL",123403,5447,128850,"0,95772603802",686,716,0,0,0,
6,BROWARD,3331,"SILVER TRAIL MIDDLE SCHOOL",253141,9626,262767,"0,96336678502",1406,1460,0,0,0,
6,BROWARD,3371,"SILVER LAKES ELEMENTARY SCHOOL",82602,3724,86326,"0,95686120056",459,480,0,0,0,
6,BROWARD,3391,"CHARLES W FLANAGAN HIGH SCHOOL",484047,19266,503313,"0,96172163246",2689,2796,0,0,0,
6,BROWARD,3401,"SAWGRASS ELEMENTARY SCHOOL",179227,9809,189036,"0,94811041283",996,1050,0,0,0,
6,BROWARD,3431,"SAWGRASS SPRINGS MIDDLE SCHOOL",199181,11451,210632,"0,9456350412",1107,1170,0,0,0,
6,BROWARD,3441,"EAGLE RIDGE ELEMENTARY SCHOOL",146876,6964,153840,"0,95473218928",816,855,0,0,0,
6,BROWARD,3461,"EAGLE POINT ELEMENTARY SCHOOL",238020,9978,247998,"0,95976580456",1322,1378,0,0,0,
6,BROWARD,3471,"INDIAN RIDGE MIDDLE SCHOOL",305425,14908,320333,"0,95346092972",1697,1780,0,0,0,
6,BROWARD,3481,"TRADEWINDS ELEMENTARY SCHOOL",229640,11412,241052,"0,95265751787",1276,1339,0,0,0,
6,BROWARD,3491,"SILVER PALMS ELEMENTARY SCHOOL",104282,5114,109396,"0,9532524041",579,608,0,0,0,
6,BROWARD,3531,"FOX TRAIL ELEMENTARY SCHOOL",218741,11068,229809,"0,95183826569",1215,1277,0,0,0,
6,BROWARD,3541,"MONARCH HIGH SCHOOL",395901,25593,421494,"0,93928027445",2199,2342,25,0,25,1
6,BROWARD,3571,"PANTHER RUN ELEMENTARY SCHOOL",97633,4451,102084,"0,95639865209",542,567,0,0,0,
6,BROWARD,3581,"SILVER SHORES ELEMENTARY SCHOOL",86637,4513,91150,"0,95048820625",481,506,0,0,0,
6,BROWARD,3591,"LAKESIDE ELEMENTARY SCHOOL",133988,6173,140161,"0,95595779139",744,779,0,0,0,
6,BROWARD,3622,"FALCON COVE MIDDLE SCHOOL",389921,13740,403661,"0,96596153703",2166,2243,0,0,0,
